car_000210Car1,7,7,-0.05905096,0.01414300799388945,car
car_000217Car0,7,7,-0.00023521134,3.769909833503311e-05,car
car_000215Car0,7,7,-0.072940856,0.018159301055883415,car
car_000185Car1,7,7,-0.024351036,0.004818513716895061,car
car_000202Car0,7,7,-0.036929876,0.01052949250668318,car
car_000205Car0,7,7,-0.05901548,0.013832590635682158,car
car_000185Car0,7,7,-0.03730603,0.008236952694643694,car
car_000198Car1,7,7,-0.092513405,0.018329834039938042,car
car_000198Car0,7,7,-0.00022352475,3.435542983581784e-05,car
car_000177Car7,7,7,-0.06403194,0.018315279673305263,car
car_000172Car7,7,7,-0.014087225,0.0026305763279603654,car
car_000178Car4,7,7,-0.021406095,0.004389593304864966,car
car_000160Car0,7,7,-0.02889352,0.007550845624921053,car
car_000176Car1,7,7,-0.00416414,0.0007466970024935424,car
car_000176Car0,7,7,-0.03898873,0.007219079733374185,car
car_000178Car3,7,7,-0.0043893605,0.0008312358640898878,car
car_000172Car2,7,7,-0.005735408,0.0010501294097165974,car
car_000178Car1,7,7,-0.010989249,0.002176622068012354,car
car_000178Car5,7,7,-0.051133566,0.011863031462998554,car
car_000244Car3,7,7,-0.025644358,0.005228118654701193,car
car_000254Car1,7,7,-0.0010137125,0.00016835816460274156,car
car_000253Car1,7,7,-0.012504953,0.0020646318233241835,car
car_000245Car3,7,7,-0.007507378,0.0016286715028408637,car
car_000244Car2,7,7,-0.008038353,0.0017322569172083181,car
car_000244Car6,7,7,-0.06541505,0.016097310838154612,car
car_000227Car2,7,7,-0.052846074,0.013260905499474167,car
car_000232Car1,7,7,-0.0074649653,0.001215204322008056,car
car_000217Car1,7,7,-0.00050833676,7.769180385137236e-05,car
car_000264Car11,7,7,-0.018433256,0.004760774692868206,car
car_000280Car1,7,7,-0.045754254,0.012694695609529247,car
car_000264Car2,7,7,-0.012829955,0.0027395592370662203,car
car_000264Car5,7,7,-0.05276835,0.013930265866317931,car
car_000274Car11,7,7,-0.06417698,0.017912108067525946,car
car_000264Car1,7,7,-0.0083237495,0.0016675972025493985,car
car_000264Car14,7,7,-0.06664161,0.015879391264711978,car
car_000255Car0,7,7,-0.0007835907,0.0001260810543510896,car
car_000264Car3,7,7,-0.0032839149,0.0006308802672589491,car
car_000259Car0,7,7,-0.07014799,0.016007888245451275,car
car_000254Car2,7,7,-0.05190344,0.010851368997006816,car
car_000244Car0,7,7,-0.035606023,0.0076939532297408625,car
car_000254Car0,7,7,-0.00093254045,0.00014325770492403133,car
car_000318Car3,7,7,-0.03432512,0.009110887888517272,car
car_000316Car3,7,7,-0.007491944,0.001556640588572809,car
car_000330Car1,7,7,-0.0029887646,0.0005652605068604067,car
car_000310Car3,7,7,-0.018045163,0.00394900075349963,car
car_000285Car11,7,7,-0.0299091,0.007784654106343318,car
car_000296Car3,7,7,-0.002645921,0.00046828092556898285,car
car_000295Car0,7,7,-0.00027863015,4.3096581946759196e-05,car
car_000285Car4,7,7,-0.042831272,0.00799830908377867,car
car_000282Car0,7,7,-0.00041994796,6.198517293059536e-05,car
car_000275Car4,7,7,-0.0047687385,0.0009485634670135379,car
car_000285Car2,7,7,-0.038694255,0.009080770098681386,car
car_000274Car1,7,7,-0.026945038,0.00519085765605957,car
car_000353Car0,7,7,-0.00019929523,2.9116986240486004e-05,car
car_000371Car2,7,7,-0.007873176,0.001590298127625992,car
car_000371Car6,7,7,-0.039167583,0.009330890864523059,car
car_000374Car1,7,7,-0.005724847,0.0011038406080123855,car
car_000348Car4,7,7,-0.019188616,0.004172174477259314,car
car_000348Car1,7,7,-0.0057362798,0.000982083977649982,car
car_000349Car1,7,7,-0.001140144,0.00019051616979243736,car
car_000338Car1,7,7,-0.06285068,0.012633832723115171,car
car_000344Car1,7,7,-0.021631626,0.004310335287455597,car
car_000339Car5,7,7,-0.042377703,0.01003627788038756,car
car_000339Car6,7,7,-0.039101403,0.00725993846755067,car
car_000331Car1,7,7,-0.042190097,0.009903812335916959,car
car_000348Car2,7,7,-0.0017897821,0.0002905629675105842,car
car_000339Car3,7,7,-0.0132426275,0.002541020164550703,car
